zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
16258,STANDARD,0,Strattanville,,,PA,"Clarion County",America/New_York,814,NA,US,41.2,-79.32,1520
16259,STANDARD,0,Templeton,,,PA,"Armstrong County",America/New_York,724,NA,US,40.94,-79.45,1720
16260,STANDARD,0,Vowinckel,,,PA,"Clarion County",America/New_York,,NA,US,41.4,-79.23,190
16261,STANDARD,0,Widnoon,,,PA,"Armstrong County",America/New_York,724,NA,US,40.95,-79.44,20
16262,STANDARD,0,Worthington,Craigsville,,PA,"Armstrong County",America/New_York,724,NA,US,40.83,-79.63,2510
16263,"PO BOX",0,Yatesboro,,,PA,"Armstrong County",America/New_York,724,NA,US,40.81,-79.33,359
16301,STANDARD,0,"Oil City",,"Oil Creek",PA,"Venango County",America/New_York,814,NA,US,41.42,-79.7,13290
16311,STANDARD,0,Carlton,,,PA,"Mercer County",America/New_York,724,NA,US,41.47,-80.03,470
16312,"PO BOX",0,"Chandlers Valley","Chandlrs Vly",,PA,"Warren County",America/New_York,814,NA,US,41.93,-79.3,46
16313,STANDARD,0,Clarendon,,,PA,"Warren County",America/New_York,814,NA,US,41.78,-79.09,1560
16314,STANDARD,0,Cochranton,,,PA,"Crawford County",America/New_York,814,NA,US,41.51,-80.04,5180
16316,STANDARD,0,"Conneaut Lake",,"Conneaut Lake Park, Geneva",PA,"Crawford County",America/New_York,814,NA,US,41.6,-80.3,4760
16317,STANDARD,0,Cooperstown,,,PA,"Venango County",America/New_York,814,NA,US,41.53,-79.85,1390
16319,STANDARD,0,Cranberry,,,PA,"Venango County",America/New_York,814,NA,US,41.32,-79.62,1280
16321,"PO BOX",0,"East Hickory",Endeavor,,PA,"Forest County",America/New_York,814,NA,US,41.57,-79.4,124
16322,"PO BOX",0,Endeavor,,,PA,"Forest County",America/New_York,814,NA,US,41.58,-79.35,149
16323,STANDARD,0,Franklin,,"Rocky Grove",PA,"Venango County",America/New_York,814,NA,US,41.39,-79.83,13570
16326,STANDARD,0,Fryburg,,,PA,"Clarion County",America/New_York,,NA,US,41.38,-79.43,380
16327,STANDARD,0,"Guys Mills",,,PA,"Crawford County",America/New_York,814,NA,US,41.63,-79.95,2450
16328,"PO BOX",0,Hydetown,,,PA,"Crawford County",America/New_York,,NA,US,41.65,-79.73,199
16329,STANDARD,0,Irvine,,,PA,"Warren County",America/New_York,814,NA,US,41.8,-79.26,440
16331,STANDARD,0,Kossuth,,,PA,"Clarion County",America/New_York,814,NA,US,41.29,-79.56,132
16332,STANDARD,0,Lickingville,,Tionesta,PA,"Clarion County",America/New_York,,NA,US,41.37,-79.37,115
16333,"PO BOX",0,Ludlow,,,PA,"McKean County",America/New_York,814,NA,US,41.73,-78.95,328
16334,STANDARD,0,Marble,,,PA,"Clarion County",America/New_York,,NA,US,41.29,-79.45,430
16335,STANDARD,0,Meadville,,"Blooming Valley, Kerrtown",PA,"Crawford County",America/New_York,814,NA,US,41.64,-80.14,22620
16340,STANDARD,0,Pittsfield,,,PA,"Warren County",America/New_York,814,NA,US,41.81,-79.43,1600
16341,STANDARD,0,Pleasantville,,,PA,"Venango County",America/New_York,814,NA,US,41.59,-79.57,1850
16342,STANDARD,0,Polk,,,PA,"Venango County",America/New_York,,NA,US,41.36,-79.93,1940
16343,"PO BOX",0,Reno,,,PA,"Venango County",America/New_York,,NA,US,41.42,-79.74,452
16344,"PO BOX",0,Rouseville,,,PA,"Venango County",America/New_York,,NA,US,41.47,-79.68,504
16345,STANDARD,0,Russell,,Scandia,PA,"Warren County",America/New_York,814,NA,US,41.94,-79.08,3480
16346,STANDARD,0,Seneca,,,PA,"Venango County",America/New_York,,NA,US,41.37,-79.7,2740
16347,STANDARD,0,Sheffield,,,PA,"Warren County",America/New_York,814,NA,US,41.69,-79.02,1920
16350,STANDARD,0,"Sugar Grove",,Sugargrove,PA,"Warren County",America/New_York,814,NA,US,41.98,-79.34,2310
16351,STANDARD,0,Tidioute,,,PA,"Warren County",America/New_York,814,NA,US,41.68,-79.4,1360
16352,"PO BOX",0,Tiona,,,PA,"Warren County",America/New_York,814,NA,US,41.75,-79.05,241
16353,STANDARD,0,Tionesta,,Starr,PA,"Forest County",America/New_York,814,NA,US,41.49,-79.44,2220
16354,STANDARD,0,Titusville,,,PA,"Crawford County",America/New_York,814,NA,US,41.62,-79.67,9200
16360,STANDARD,0,Townville,,,PA,"Crawford County",America/New_York,814,NA,US,41.67,-79.88,1210
16361,"PO BOX",0,Tylersburg,,,PA,"Clarion County",America/New_York,814,NA,US,41.38,-79.35,183
16362,STANDARD,0,Utica,,,PA,"Venango County",America/New_York,,NA,US,41.43,-79.95,960
16364,STANDARD,0,Venus,,,PA,"Venango County",America/New_York,814,NA,US,41.37,-79.5,1070
16365,STANDARD,0,Warren,"North Warren",,PA,"Warren County",America/New_York,814,NA,US,41.84,-79.14,15570
16366,UNIQUE,0,Warren,,"Blair Corp",PA,"Warren County",America/New_York,814,NA,US,41.84,-79.14,0
16367,UNIQUE,0,Warren,,"New Process Co",PA,"Warren County",America/New_York,814,NA,US,41.84,-79.14,0
16368,UNIQUE,0,Warren,,"Crossing Pointe",PA,"Warren County",America/New_York,814,NA,US,41.84,-79.18,0
16369,UNIQUE,0,Warren,,"Crossing Pointe",PA,"Warren County",America/New_York,814,NA,US,41.84,-79.18,0
16370,"PO BOX",0,"West Hickory",,,PA,"Forest County",America/New_York,814,NA,US,41.58,-79.46,230
16371,STANDARD,0,Youngsville,,,PA,"Warren County",America/New_York,814,NA,US,41.85,-79.31,2700
16372,"PO BOX",0,Clintonville,,,PA,"Venango County",America/New_York,,NA,US,41.2,-79.87,521
16373,STANDARD,0,Emlenton,,,PA,"Venango County",America/New_York,"814,724",NA,US,41.18,-79.7,3070
16374,STANDARD,0,Kennerdell,,,PA,"Venango County",America/New_York,814,NA,US,41.27,-79.85,1610
16375,"PO BOX",0,Lamartine,,,PA,"Clarion County",America/New_York,814,NA,US,41.22,-79.64,60
16388,UNIQUE,0,Meadville,,"Warren Industries",PA,"Crawford County",America/New_York,814,NA,US,41.64,-80.14,0
16401,STANDARD,0,Albion,"Lundys Lane","Cherry Hill, Conneaut Twp, Elk Creek Twp, Pageville, Pont",PA,"Erie County",America/New_York,814,NA,US,41.88,-80.36,3790
16402,STANDARD,0,"Bear Lake",,,PA,"Warren County",America/New_York,814,NA,US,41.99,-79.5,630
16403,STANDARD,0,"Cambridge Springs","Cambridg Spgs",,PA,"Crawford County",America/New_York,814,NA,US,41.8,-80.06,5190
16404,STANDARD,0,Centerville,,,PA,"Crawford County",America/New_York,814,NA,US,41.73,-79.76,2950
16405,STANDARD,0,Columbus,,,PA,"Warren County",America/New_York,814,NA,US,41.95,-79.54,670
16406,STANDARD,0,Conneautville,,,PA,"Crawford County",America/New_York,814,NA,US,41.75,-80.36,2860
16407,STANDARD,0,Corry,,"Columbus Boro",PA,"Erie County",America/New_York,814,NA,US,41.92,-79.63,9390
16410,STANDARD,0,Cranesville,,,PA,"Erie County",America/New_York,814,NA,US,41.9,-80.34,1700
16411,STANDARD,0,"East Springfield","E Springfield",,PA,"Erie County",America/New_York,814,NA,US,41.98,-80.44,1270
16412,STANDARD,0,Edinboro,Crossingville,,PA,"Erie County",America/New_York,814,NA,US,41.88,-80.17,8050
16413,"PO BOX",0,Elgin,,,PA,"Erie County",America/New_York,814,NA,US,41.91,-79.74,54
16415,STANDARD,0,Fairview,,,PA,"Erie County",America/New_York,814,NA,US,42.03,-80.25,9060
16416,"PO BOX",0,Garland,,,PA,"Warren County",America/New_York,814,NA,US,41.83,-79.47,194
16417,STANDARD,0,Girard,,,PA,"Erie County",America/New_York,814,NA,US,42,-80.31,7710
16420,STANDARD,0,"Grand Valley",,,PA,"Warren County",America/New_York,814,NA,US,41.72,-79.54,550
16421,STANDARD,0,Harborcreek,,,PA,"Erie County",America/New_York,814,NA,US,42.17,-79.93,2270
16422,"PO BOX",0,Harmonsburg,,,PA,"Crawford County",America/New_York,,NA,US,41.67,-80.31,368
16423,STANDARD,0,"Lake City",,,PA,"Erie County",America/New_York,814,NA,US,42.01,-80.34,3830
16424,STANDARD,0,Linesville,Espyville,,PA,"Crawford County",America/New_York,814,NA,US,41.65,-80.42,3770
16426,STANDARD,0,"Mc Kean",Mckean,Mclane,PA,"Erie County",America/New_York,814,NA,US,41.99,-80.13,3630
16427,"PO BOX",0,"Mill Village",,,PA,"Erie County",America/New_York,814,NA,US,41.88,-79.97,335
16428,STANDARD,0,"North East",,,PA,"Erie County",America/New_York,814,NA,US,42.21,-79.83,11640
16430,STANDARD,0,"North Springfield","N Springfield",,PA,"Erie County",America/New_York,814,NA,US,41.95,-80.47,108
16432,STANDARD,0,Riceville,,,PA,"Crawford County",America/New_York,814,NA,US,41.78,-79.8,0
16433,STANDARD,0,Saegertown,,,PA,"Crawford County",America/New_York,814,NA,US,41.71,-80.13,4700
16434,STANDARD,0,Spartansburg,,,PA,"Crawford County",America/New_York,814,NA,US,41.82,-79.68,2920
16435,STANDARD,0,Springboro,,,PA,"Crawford County",America/New_York,,NA,US,41.8,-80.37,1770
16436,STANDARD,0,"Spring Creek",,,PA,"Warren County",America/New_York,814,NA,US,41.88,-79.51,620
16438,STANDARD,0,"Union City",,"Canadohta Lake",PA,"Erie County",America/New_York,814,NA,US,41.89,-79.84,6740
16440,STANDARD,0,Venango,,,PA,"Crawford County",America/New_York,,NA,US,41.77,-80.11,840
16441,STANDARD,0,Waterford,,,PA,"Erie County",America/New_York,814,NA,US,41.94,-79.98,9550
16442,STANDARD,0,Wattsburg,,"Lowville, Phillipsville",PA,"Erie County",America/New_York,814,NA,US,42,-79.8,2750
16443,STANDARD,0,"West Springfield","W Springfield",,PA,"Erie County",America/New_York,814,NA,US,41.94,-80.47,1230
16444,UNIQUE,0,Edinboro,,"Edinboro University",PA,"Erie County",America/New_York,814,NA,US,41.87,-80.12,35
16475,UNIQUE,0,Albion,,"Albion Correctional Inst",PA,"Erie County",America/New_York,814,NA,US,41.88,-80.36,17
16501,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,620
16502,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.11,-80.1,12100
16503,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.13,-80.06,12270
16504,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.11,-80.05,13700
16505,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.13,-80.14,15680
16506,STANDARD,0,Erie,,"Presque Isle",PA,"Erie County",America/New_York,814,NA,US,42.06,-80.15,22420
16507,STANDARD,0,Erie,,"Perry Square",PA,"Erie County",America/New_York,814,NA,US,42.14,-80.08,6610
16508,STANDARD,0,Erie,,"South Erie",PA,"Erie County",America/New_York,814,NA,US,42.1,-80.09,14280
16509,STANDARD,0,Erie,,"Belle Valley",PA,"Erie County",America/New_York,814,NA,US,42.06,-80.04,25120
16510,STANDARD,0,Erie,,Wesleyville,PA,"Erie County",America/New_York,814,NA,US,42.11,-79.95,22830
16511,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.17,-79.99,10240
16512,"PO BOX",0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,497
16514,"PO BOX",0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,287
16515,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16522,UNIQUE,0,Erie,,"Citizens Bank",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16530,UNIQUE,0,Erie,,"Erie Ins Exchange",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16531,UNIQUE,0,Erie,,"General Electric Co",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16532,UNIQUE,1,Erie,,"General Tele Co",PA,"Erie County",America/New_York,814,NA,US,42.11,-80.02,0
16533,UNIQUE,1,Erie,,"International Paper",PA,"Erie County",America/New_York,814,NA,US,42.11,-80.02,0
16534,UNIQUE,0,Erie,,"Times Publishing Co",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16538,UNIQUE,0,Erie,,"National City Of Pa",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16541,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,29
16544,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16546,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.1,-80.05,98
16550,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16553,UNIQUE,0,Erie,,"Pnc Bank",PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16554,UNIQUE,1,Erie,,"Blair Return Center",PA,"Erie County",America/New_York,814,NA,US,42.11,-80.02,0
16563,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-79.99,18
16565,STANDARD,0,Erie,,,PA,"Erie County",America/New_York,814,NA,US,42.12,-80.08,0
16601,STANDARD,0,Altoona,,,PA,"Blair County",America/New_York,814,NA,US,40.56,-78.37,26980
16602,STANDARD,0,Altoona,,,PA,"Blair County",America/New_York,814,NA,US,40.5,-78.4,24570
16603,"PO BOX",0,Altoona,,,PA,"Blair County",America/New_York,814,NA,US,40.5,-78.4,438
16611,STANDARD,0,Alexandria,Barree,,PA,"Huntingdon County",America/New_York,814,NA,US,40.55,-78.1,2180
16613,STANDARD,0,Ashville,,,PA,"Cambria County",America/New_York,814,NA,US,40.55,-78.54,1420
16616,STANDARD,0,Beccaria,,,PA,"Clearfield County",America/New_York,814,NA,US,40.77,-78.44,139
16617,STANDARD,0,Bellwood,,Antis,PA,"Blair County",America/New_York,814,NA,US,40.6,-78.33,2480
16619,"PO BOX",0,Blandburg,,,PA,"Cambria County",America/New_York,814,NA,US,40.66,-78.45,420
16620,"PO BOX",0,Brisbin,,,PA,"Clearfield County",America/New_York,814,NA,US,40.84,-78.35,350
16621,STANDARD,0,"Broad Top",,,PA,"Huntingdon County",America/New_York,814,NA,US,40.2,-78.14,540
16622,STANDARD,0,Calvin,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.33,-78.07,210
16623,STANDARD,0,Cassville,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.29,-78.02,410
16624,"PO BOX",0,"Chest Springs",,,PA,"Cambria County",America/New_York,814,NA,US,40.57,-78.6,236
16625,STANDARD,0,Claysburg,,,PA,"Blair County",America/New_York,814,NA,US,40.29,-78.44,3010
16627,STANDARD,0,Coalport,,,PA,"Clearfield County",America/New_York,814,NA,US,40.74,-78.53,1650
16629,STANDARD,0,Coupon,,,PA,"Cambria County",America/New_York,814,NA,US,40.53,-78.51,61
16630,STANDARD,0,Cresson,,,PA,"Cambria County",America/New_York,814,NA,US,40.46,-78.58,3870
16631,"PO BOX",0,Curryville,,,PA,"Blair County",America/New_York,814,NA,US,40.27,-78.35,159
16633,"PO BOX",0,Defiance,,,PA,"Bedford County",America/New_York,814,NA,US,40.16,-78.23,161
16634,"PO BOX",0,Dudley,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.21,-78.17,280
16635,STANDARD,0,Duncansville,,,PA,"Blair County",America/New_York,814,NA,US,40.42,-78.42,10580
16636,STANDARD,0,Dysart,,,PA,"Cambria County",America/New_York,814,NA,US,40.6,-78.5,740
16637,STANDARD,0,"East Freedom",,"E Freedom",PA,"Blair County",America/New_York,814,NA,US,40.32,-78.45,2200
16638,STANDARD,0,Entriken,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.34,-78.2,79
16639,STANDARD,0,Fallentimber,,,PA,"Cambria County",America/New_York,814,NA,US,40.7,-78.45,800
16640,STANDARD,0,Flinton,,,PA,"Cambria County",America/New_York,814,NA,US,40.71,-78.58,870
16641,STANDARD,0,Gallitzin,,,PA,"Cambria County",America/New_York,814,NA,US,40.48,-78.55,2300
16644,"PO BOX",0,Glasgow,,,PA,"Cambria County",America/New_York,814,NA,US,40.7,-78.44,263
16645,"PO BOX",0,"Glen Hope",,Madera,PA,"Clearfield County",America/New_York,814,NA,US,40.79,-78.49,132
16646,STANDARD,0,Hastings,,,PA,"Cambria County",America/New_York,814,NA,US,40.66,-78.7,2160
16647,STANDARD,0,Hesston,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.39,-78.11,720
16648,STANDARD,0,Hollidaysburg,,,PA,"Blair County",America/New_York,814,NA,US,40.43,-78.39,13750
16650,STANDARD,0,Hopewell,,,PA,"Bedford County",America/New_York,814,NA,US,40.12,-78.29,1590
16651,STANDARD,0,Houtzdale,Ginter,"Sci Houtzdale",PA,"Clearfield County",America/New_York,814,NA,US,40.82,-78.35,2980
16652,STANDARD,0,Huntingdon,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.49,-78.01,11860
16654,UNIQUE,0,Huntingdon,,"Sci Huntingdon",PA,"Huntingdon County",America/New_York,814,NA,US,40.49,-78.01,23
16655,STANDARD,0,Imler,,,PA,"Bedford County",America/New_York,814,NA,US,40.23,-78.5,1400
16656,STANDARD,0,Irvona,,,PA,"Clearfield County",America/New_York,814,NA,US,40.77,-78.55,1090
16657,STANDARD,0,"James Creek",,,PA,"Huntingdon County",America/New_York,814,NA,US,40.33,-78.18,1180
16659,STANDARD,0,Loysburg,,,PA,"Bedford County",America/New_York,814,NA,US,40.16,-78.39,260
16660,"PO BOX",0,"Mc Connellstown","Mc Conelstown",,PA,"Huntingdon County",America/New_York,814,NA,US,40.46,-78.05,152
16661,STANDARD,0,Madera,,,PA,"Clearfield County",America/New_York,814,NA,US,40.82,-78.44,780
16662,STANDARD,0,Martinsburg,,,PA,"Blair County",America/New_York,814,NA,US,40.31,-78.32,5340
16663,"PO BOX",0,Morann,,,PA,"Clearfield County",America/New_York,814,NA,US,40.8,-78.35,151
16664,STANDARD,0,"New Enterprise","New Entrprise",,PA,"Bedford County",America/New_York,814,NA,US,40.18,-78.42,1960
16665,"PO BOX",0,Newry,,,PA,"Blair County",America/New_York,814,NA,US,40.39,-78.43,459
16666,STANDARD,0,"Osceola Mills",,,PA,"Clearfield County",America/New_York,814,NA,US,40.89,-78.33,2540
16667,STANDARD,0,Osterburg,"Saint Clairsv, Saint Clairsville, St Clairsville, St Clrsville",,PA,"Bedford County",America/New_York,814,NA,US,40.18,-78.53,1280
16668,STANDARD,0,Patton,,,PA,"Cambria County",America/New_York,814,NA,US,40.63,-78.64,3070
16669,STANDARD,0,Petersburg,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.57,-78.04,2010
16670,STANDARD,0,Queen,,,PA,"Bedford County",America/New_York,814,NA,US,40.26,-78.51,181
16671,"PO BOX",0,Ramey,,,PA,"Clearfield County",America/New_York,814,NA,US,40.8,-78.39,526
16672,"PO BOX",0,Riddlesburg,,,PA,"Bedford County",America/New_York,814,NA,US,40.17,-78.24,158
16673,STANDARD,0,"Roaring Spring","Bakers Summit, Roaring Spg",,PA,"Blair County",America/New_York,814,NA,US,40.33,-78.39,4970
16674,STANDARD,0,Robertsdale,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.17,-78.09,530
16675,"PO BOX",0,"Saint Boniface","St Boniface",,PA,"Cambria County",America/New_York,814,NA,US,40.66,-78.68,91
16677,"PO BOX",0,"Sandy Ridge",,,PA,"Centre County",America/New_York,814,NA,US,40.81,-78.24,420
16678,STANDARD,0,Saxton,,,PA,"Bedford County",America/New_York,814,NA,US,40.21,-78.24,2260
16679,STANDARD,0,"Six Mile Run",,,PA,"Bedford County",America/New_York,814,NA,US,40.15,-78.2,700
16680,STANDARD,0,Smithmill,,,PA,"Clearfield County",America/New_York,814,NA,US,40.74,-78.38,430
16681,"PO BOX",0,Smokerun,,,PA,"Clearfield County",America/New_York,814,NA,US,40.8,-78.43,170
16682,STANDARD,0,Sproul,,,PA,"Blair County",America/New_York,814,NA,US,40.27,-78.46,144
16683,STANDARD,0,"Spruce Creek",,,PA,"Huntingdon County",America/New_York,814,NA,US,40.62,-78.14,390
16684,"PO BOX",0,Tipton,,,PA,"Blair County",America/New_York,814,NA,US,40.63,-78.29,322
16685,STANDARD,0,Todd,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.29,-78.08,270
16686,STANDARD,0,Tyrone,Birmingham,,PA,"Blair County",America/New_York,814,NA,US,40.67,-78.24,12210
16689,STANDARD,0,Waterfall,,,PA,"Fulton County",America/New_York,814,NA,US,40.12,-78.06,360
16691,STANDARD,0,"Wells Tannery",,,PA,"Fulton County",America/New_York,814,NA,US,40.09,-78.18,290
16692,STANDARD,0,Westover,,,PA,"Clearfield County",America/New_York,814,NA,US,40.74,-78.68,680
16693,STANDARD,0,Williamsburg,Ganister,,PA,"Blair County",America/New_York,814,NA,US,40.46,-78.2,3750
16694,"PO BOX",0,Wood,,,PA,"Bedford County",America/New_York,814,NA,US,40.16,-78.15,232
16695,STANDARD,0,Woodbury,,,PA,"Bedford County",America/New_York,814,NA,US,40.22,-78.36,960
16698,UNIQUE,0,Houtzdale,,"Sci Houtzdale",PA,"Clearfield County",America/New_York,814,NA,US,40.82,-78.35,0
16699,UNIQUE,0,Cresson,,"Sci Cresson",PA,"Cambria County",America/New_York,814,NA,US,40.45,-78.56,13
16701,STANDARD,0,Bradford,,"Kendall Creek",PA,"McKean County",America/New_York,814,NA,US,41.96,-78.64,13800
16720,STANDARD,0,Austin,,,PA,"Potter County",America/New_York,814,NA,US,41.63,-78.08,1170
16724,"PO BOX",0,Crosby,,,PA,"McKean County",America/New_York,814,NA,US,41.73,-78.37,152
16725,"PO BOX",0,"Custer City",,,PA,"McKean County",America/New_York,814,NA,US,41.91,-78.66,272
16726,STANDARD,0,Cyclone,Ormsby,,PA,"McKean County",America/New_York,814,NA,US,41.82,-78.58,470
16727,STANDARD,0,"Derrick City",,,PA,"McKean County",America/New_York,814,NA,US,41.97,-78.55,310
16728,STANDARD,0,"De Young",,,PA,"Elk County",America/New_York,814,NA,US,41.57,-78.91,27
16729,STANDARD,0,"Duke Center",,,PA,"McKean County",America/New_York,814,NA,US,41.96,-78.5,720
16730,"PO BOX",0,"East Smethport","E Smethport",,PA,"McKean County",America/New_York,814,NA,US,41.82,-78.42,180
16731,STANDARD,0,Eldred,,,PA,"McKean County",America/New_York,814,NA,US,41.95,-78.38,2480
16732,STANDARD,0,Gifford,,,PA,"McKean County",America/New_York,814,NA,US,41.86,-78.62,350
16733,"PO BOX",0,"Hazel Hurst",,,PA,"McKean County",America/New_York,814,NA,US,41.7,-78.58,193
16734,"PO BOX",0,"James City",,,PA,"Elk County",America/New_York,814,NA,US,41.62,-78.84,267
16735,STANDARD,0,Kane,,"East Kane",PA,"McKean County",America/New_York,814,NA,US,41.66,-78.8,5410
16738,STANDARD,0,"Lewis Run",,,PA,"McKean County",America/New_York,814,NA,US,41.87,-78.66,1090
16740,STANDARD,0,"Mount Jewett",Westline,,PA,"McKean County",America/New_York,814,NA,US,41.72,-78.64,1030
16743,STANDARD,0,"Port Allegany",,"Pt Allegany",PA,"McKean County",America/New_York,814,NA,US,41.81,-78.27,3520
16744,STANDARD,0,Rew,,,PA,"McKean County",America/New_York,814,NA,US,41.87,-78.57,270
16745,STANDARD,0,Rixford,,,PA,"McKean County",America/New_York,814,NA,US,41.92,-78.45,490
16746,STANDARD,0,Roulette,,,PA,"Potter County",America/New_York,814,NA,US,41.77,-78.16,1050
16748,STANDARD,0,Shinglehouse,,"Millport, Shinglehse",PA,"Potter County",America/New_York,814,NA,US,41.96,-78.19,2560
16749,STANDARD,0,Smethport,,"Keating Summit",PA,"McKean County",America/New_York,814,NA,US,41.8,-78.44,3490
